row_index,link_text,url
69,BIOTSAVART06,http://nebula2.deanza.edu/~newton/4B/4BE2P2Fall10.jpg
70,BIOTSAVART07,http://nebula2.deanza.edu/~newton/4B/4BE2024.jpg
71,BIOTSAVART08,http://nebula2.deanza.edu/~newton/4B/4BE2027.jpg
72,BIOTSAVART09,http://nebula2.deanza.edu/~newton/4B/4BE2P2Fall12.jpg
73,BIOTSAVART10,http://nebula2.deanza.edu/~newton/4B/4BE2032.jpg
74,BIOTSAVART11,http://nebula2.deanza.edu/~newton/4B/4BE2P2Spring14.jpg
75,BIOTSAVART12,http://nebula2.deanza.edu/~newton/4B/4BE2028.jpg
76,BIOTSAVART13,http://nebula2.deanza.edu/~newton/4B/4BE2P2Fall14.jpg
77,BIOTSAVART14,http://nebula2.deanza.edu/~newton/4B/4BE2P3Fall08.jpg
78,BS15,http://nebula2.deanza.edu/~newton/4B/4BE2P2W17.jpg
79,BS16,http://nebula2.deanza.edu/~newton/4B/4BE2P2Fall16.jpg
80,BS17,http://nebula2.deanza.edu/~newton/4B/4BE2P3Fall16.jpg
81,FARADAYSLAW01,http://nebula2.deanza.edu/~newton/4B/4BE2005.jpg
82,FARADAYSLAW02,http://nebula2.deanza.edu/~newton/4B/4BE2P3Fall14.jpg
83,FARADAYSLAW03,http://nebula2.deanza.edu/~newton/4B/4BE2P2Spring11.jpg
84,FARADAYSLAW04,http://nebula2.deanza.edu/~newton/4B/4BE2P1Spring12.jpg
85,FARADAYSLAW05,http://nebula2.deanza.edu/~newton/4B/4BE2012.jpg
86,FARADAYSLAW06,http://nebula2.deanza.edu/~newton/4B/4BE2013.jpg
87,FARADAYSLAW07,http://nebula2.deanza.edu/~newton/4B/4BE2022.jpg
88,FARADAYSLAW08,http://nebula2.deanza.edu/~newton/4B/4BE2P3Spring10.jpg
89,FARADAYSLAW09,http://nebula2.deanza.edu/~newton/4B/4BE2020.jpg
90,FARADAYSLAW10,http://nebula2.deanza.edu/~newton/4B/4BE2P2Fall09.jpg
91,FARADAYSLAW11,http://nebula2.deanza.edu/~newton/4B/4BE2021.jpg
92,FARADAYSLAW12,http://nebula2.deanza.edu/~newton/4B/4BE2030.jpg
93,FARADAYSLAW13,http://nebula2.deanza.edu/~newton/4B/4BE2P3Fall10.jpg
94,FARADAYSLAW14,http://nebula2.deanza.edu/~newton/4B/4BE2P3Spring09.jpg
95,FARADAYSLAW15,http://nebula2.deanza.edu/~newton/4B/4BE2P3Fall2015.jpg
96,FARADAYSLAW16,http://nebula2.deanza.edu/~newton/4B/4BE2P3Spring14.jpg
97,FL17,http://nebula2.deanza.edu/~newton/4B/4BE2P4F17Aft
98,FL18,http://nebula2.deanza.edu/~newton/4B/4BE2P4W17.jpg
99,FL19,http://nebula2.deanza.edu/~newton/4B/4BE2P1Fall16.jpg
100,FL20,http://nebula2.deanza.edu/~newton/4B/4BE2P2Winter16.jpg
101,InducedEmfForceonCurrent,http://nebula2.deanza.edu/~newton/4B/FaradayForceonCurrent.jpg
102,,http://nebula2.deanza.edu/~newton/4B/4BE2P1Fall08.jpg
